age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,poutcome,y
31,self-employed,married,tertiary,no,2666,no,no,cellular,10,nov,318,2,success,1
49,management,married,secondary,no,48,no,no,cellular,6,feb,526,4,unknown,0
31,management,single,tertiary,no,12569,no,no,cellular,9,sep,344,1,failure,1
36,management,single,tertiary,no,1531,yes,no,cellular,8,may,81,3,failure,0
47,admin.,married,secondary,no,3676,no,no,cellular,18,oct,567,1,success,1
37,services,single,secondary,no,244,no,no,unknown,5,jun,70,1,unknown,0
52,services,married,secondary,no,961,no,yes,cellular,18,feb,222,1,failure,1
27,blue-collar,single,tertiary,no,644,no,no,cellular,2,jun,657,1,success,1
51,blue-collar,married,secondary,no,224,yes,yes,cellular,28,jul,231,5,unknown,0
24,technician,single,secondary,no,598,no,no,cellular,12,may,762,1,success,1
34,technician,married,secondary,no,178,yes,no,cellular,13,may,253,1,unknown,0
32,management,married,tertiary,no,2667,yes,no,cellular,4,mar,251,1,failure,1
27,admin.,married,secondary,no,710,yes,yes,cellular,6,may,653,1,success,1
30,technician,single,secondary,no,853,no,no,cellular,3,jun,343,1,unknown,0
42,blue-collar,divorced,secondary,no,-580,yes,yes,cellular,13,may,172,1,unknown,0
29,technician,married,tertiary,no,4557,no,no,cellular,28,jan,103,2,unknown,0
59,management,married,tertiary,no,5397,no,no,cellular,23,jun,671,3,unknown,1
37,admin.,single,secondary,no,1097,yes,no,cellular,21,nov,1555,2,unknown,1
36,entrepreneur,divorced,tertiary,no,776,no,yes,cellular,7,jul,722,3,unknown,1
52,admin.,divorced,secondary,no,363,yes,no,cellular,21,aug,168,1,success,1
40,technician,single,secondary,no,5637,yes,no,unknown,30,may,553,3,unknown,1
54,self-employed,married,secondary,no,9,yes,no,cellular,22,jul,113,2,unknown,0
28,blue-collar,divorced,primary,no,410,yes,no,unknown,30,may,867,3,unknown,0
30,admin.,married,secondary,no,-366,yes,yes,unknown,3,jun,102,1,unknown,0
28,management,single,tertiary,no,1107,yes,no,unknown,26,may,144,1,unknown,0
39,services,married,primary,no,276,yes,yes,cellular,13,may,628,1,unknown,0
59,retired,married,tertiary,no,3843,no,no,cellular,11,aug,104,4,unknown,0
30,admin.,single,secondary,no,315,yes,no,cellular,14,may,884,3,failure,1
28,blue-collar,single,secondary,no,524,yes,no,cellular,6,may,554,2,unknown,1
34,blue-collar,married,secondary,no,1650,yes,yes,telephone,22,jul,351,11,unknown,0
32,services,single,unknown,no,2378,no,no,cellular,17,nov,1132,2,unknown,1
36,management,married,tertiary,no,1113,no,no,cellular,1,sep,212,1,unknown,1
50,blue-collar,married,primary,no,157,no,no,cellular,27,aug,50,4,unknown,0
28,technician,single,tertiary,no,387,yes,no,cellular,20,apr,205,1,failure,1
52,self-employed,divorced,secondary,no,385,no,yes,cellular,26,aug,96,4,unknown,0
68,retired,divorced,primary,no,2027,no,no,cellular,15,jun,619,2,success,1
32,technician,single,secondary,no,55,yes,no,cellular,18,may,185,1,unknown,0
20,student,single,unknown,no,755,no,no,cellular,29,dec,284,1,unknown,1
51,entrepreneur,divorced,tertiary,no,2109,no,no,cellular,13,oct,79,2,unknown,1
35,technician,single,secondary,no,27,yes,no,cellular,25,may,214,1,other,1
28,technician,single,secondary,no,618,yes,no,cellular,7,may,281,1,unknown,0
48,management,divorced,tertiary,no,17964,yes,no,cellular,1,sep,120,1,success,1
24,admin.,single,tertiary,no,674,yes,no,cellular,6,jul,267,1,unknown,1
57,admin.,married,secondary,no,403,yes,no,cellular,18,may,603,1,other,1
58,management,married,tertiary,no,0,no,no,cellular,28,aug,67,19,unknown,0
34,management,single,tertiary,no,-2,no,no,cellular,27,aug,57,6,unknown,0
58,entrepreneur,married,tertiary,no,776,yes,no,telephone,9,jul,990,1,unknown,1
38,blue-collar,married,secondary,no,1627,no,no,unknown,16,jun,1323,9,unknown,1
31,technician,single,tertiary,no,36,no,no,cellular,12,aug,111,3,unknown,0
63,retired,married,secondary,no,474,no,no,cellular,25,jan,423,1,unknown,1
42,management,married,tertiary,no,36,no,no,cellular,21,nov,664,3,unknown,1
29,technician,single,tertiary,no,48,yes,no,cellular,23,jul,164,1,unknown,0
28,blue-collar,single,secondary,no,438,yes,no,cellular,5,feb,347,2,unknown,0
40,technician,single,tertiary,no,1646,yes,no,cellular,2,feb,215,1,failure,1
54,unknown,married,primary,no,981,no,no,cellular,22,aug,651,12,unknown,0
53,technician,married,secondary,no,1319,no,no,unknown,19,jun,1318,3,unknown,1
46,blue-collar,married,unknown,no,842,yes,no,telephone,8,may,833,1,unknown,1
54,technician,married,secondary,no,0,yes,no,telephone,12,may,11,6,unknown,0
38,technician,divorced,tertiary,no,1805,no,no,unknown,9,jun,952,2,unknown,1
33,management,married,secondary,no,3935,yes,no,cellular,6,may,765,1,failure,1
26,blue-collar,single,secondary,no,26,yes,yes,cellular,15,may,899,1,unknown,1
39,technician,divorced,tertiary,yes,3,no,no,cellular,6,may,488,1,unknown,1
33,management,married,tertiary,no,273,yes,no,unknown,16,may,803,1,unknown,1
32,technician,single,tertiary,no,696,no,yes,cellular,30,apr,270,2,failure,0
36,management,married,tertiary,no,0,yes,yes,unknown,3,jun,599,3,unknown,0
58,blue-collar,married,primary,no,494,no,no,cellular,14,aug,171,10,unknown,0
60,retired,married,secondary,no,938,no,no,cellular,13,jan,380,3,unknown,1
52,blue-collar,married,primary,no,994,no,no,cellular,22,aug,109,2,unknown,0
33,management,married,tertiary,no,11149,yes,no,unknown,21,may,418,2,unknown,0
31,admin.,married,secondary,no,1246,yes,no,cellular,17,nov,111,2,unknown,0
46,blue-collar,married,primary,no,14,no,no,cellular,7,jul,407,1,unknown,0
50,blue-collar,married,primary,no,5776,no,no,cellular,18,nov,49,3,unknown,0
30,management,married,tertiary,no,1384,yes,no,telephone,14,aug,60,2,unknown,0
45,blue-collar,married,secondary,no,61,yes,no,unknown,26,may,745,4,unknown,1
60,admin.,married,unknown,no,738,no,no,unknown,19,may,529,3,unknown,0
26,blue-collar,single,secondary,no,428,no,yes,cellular,7,jul,575,1,unknown,0
36,self-employed,married,tertiary,no,10,no,no,cellular,29,aug,47,4,unknown,0
41,technician,married,secondary,no,965,no,no,cellular,22,aug,336,10,unknown,1
34,student,single,tertiary,no,873,yes,no,cellular,7,aug,267,2,unknown,0
30,technician,married,secondary,no,2326,no,no,cellular,22,jun,67,1,success,0
44,management,married,tertiary,no,1858,no,no,cellular,6,aug,113,4,unknown,0
63,blue-collar,married,secondary,no,641,no,no,cellular,27,may,417,2,unknown,1
35,management,single,tertiary,no,578,yes,no,cellular,19,nov,112,1,unknown,0
31,blue-collar,single,secondary,no,616,yes,no,telephone,12,may,185,3,unknown,0
57,management,married,tertiary,no,372,no,no,cellular,21,nov,553,3,unknown,1
32,technician,married,secondary,no,1547,no,no,cellular,26,oct,289,1,other,1
33,services,single,secondary,no,170,no,no,cellular,7,jul,782,1,unknown,1
59,blue-collar,single,primary,no,-86,no,no,cellular,11,jul,16,2,unknown,0
39,management,single,secondary,no,-490,no,yes,cellular,21,nov,141,2,unknown,0
31,self-employed,single,tertiary,no,3343,no,no,cellular,3,sep,365,1,success,1
47,blue-collar,married,primary,no,0,yes,no,unknown,15,may,30,1,unknown,0
50,unknown,married,unknown,no,558,no,no,cellular,9,jul,464,1,failure,1
42,services,married,secondary,no,3465,yes,yes,cellular,16,jul,1039,2,unknown,1
50,management,married,unknown,no,8345,no,no,cellular,27,feb,194,1,failure,1
34,services,single,secondary,no,528,yes,no,cellular,2,sep,121,3,other,1
63,retired,married,secondary,no,4752,no,no,cellular,2,sep,233,2,unknown,1
30,management,single,secondary,no,4642,yes,no,cellular,21,nov,528,1,unknown,1
39,management,divorced,tertiary,no,1315,yes,no,cellular,16,jul,885,1,unknown,0
46,blue-collar,single,secondary,no,2401,yes,no,unknown,14,may,218,2,unknown,0
39,technician,married,secondary,no,1587,yes,no,cellular,8,sep,108,2,success,1
29,technician,single,secondary,no,6,no,no,cellular,25,may,315,1,unknown,1
32,admin.,divorced,secondary,no,-241,no,yes,unknown,27,jun,856,2,unknown,1
65,retired,married,primary,no,276,no,no,cellular,22,apr,229,1,unknown,1
35,management,single,tertiary,no,916,yes,no,cellular,14,may,460,2,unknown,1
43,management,divorced,tertiary,no,36,no,no,cellular,26,may,118,1,failure,0
54,services,married,unknown,no,0,yes,no,cellular,5,feb,686,2,other,1
53,retired,divorced,primary,no,-24,no,yes,cellular,14,jul,319,3,unknown,0
34,management,married,tertiary,no,3047,no,no,cellular,30,apr,317,1,other,1
35,blue-collar,single,secondary,no,0,yes,no,cellular,11,may,371,1,failure,0
38,technician,single,secondary,no,884,yes,yes,cellular,17,apr,113,2,failure,0
82,retired,divorced,tertiary,no,0,no,no,telephone,12,nov,226,1,unknown,1
53,blue-collar,married,primary,no,751,yes,no,cellular,3,feb,1528,2,unknown,1
26,blue-collar,single,secondary,yes,-685,yes,yes,cellular,28,jul,314,4,unknown,0
28,blue-collar,single,secondary,no,2845,yes,no,unknown,12,may,182,2,unknown,0
30,technician,single,secondary,no,1395,yes,no,cellular,15,may,199,2,failure,0
26,management,single,tertiary,no,592,no,no,telephone,29,jan,145,2,other,0
42,admin.,divorced,secondary,no,527,no,yes,cellular,22,oct,181,1,success,1
31,unemployed,single,tertiary,no,133,yes,no,unknown,9,may,480,2,unknown,0
39,blue-collar,single,primary,no,446,yes,no,unknown,12,may,183,1,unknown,0
26,technician,single,secondary,no,603,no,yes,cellular,17,jul,176,1,unknown,0
54,admin.,married,secondary,no,4943,no,no,cellular,12,aug,145,11,unknown,0
44,management,married,tertiary,no,-1636,yes,yes,cellular,11,may,257,1,unknown,0
37,admin.,married,secondary,no,1967,no,no,telephone,27,oct,376,1,unknown,1
56,retired,married,primary,no,1947,no,no,cellular,30,oct,631,2,failure,0
34,admin.,married,tertiary,no,69,no,yes,cellular,4,aug,120,3,success,1
23,blue-collar,single,primary,no,2594,yes,no,unknown,13,may,193,1,unknown,0
26,blue-collar,single,secondary,no,153,yes,no,unknown,9,may,386,1,unknown,0
42,admin.,married,secondary,no,105,no,no,unknown,11,jun,1159,4,unknown,1
46,management,single,secondary,no,295,yes,no,unknown,23,may,141,6,unknown,0
80,retired,married,primary,no,155,no,no,telephone,9,dec,343,2,unknown,1
28,admin.,divorced,secondary,no,-504,yes,yes,cellular,14,may,578,1,unknown,1
47,services,married,secondary,no,459,no,no,cellular,19,aug,599,3,unknown,0
35,blue-collar,married,secondary,no,86,no,no,cellular,19,nov,127,1,failure,0
49,technician,divorced,tertiary,no,1807,yes,no,cellular,12,mar,229,1,unknown,1
35,self-employed,married,tertiary,no,2427,no,no,cellular,12,aug,175,3,success,1
49,management,divorced,tertiary,no,108,yes,no,cellular,12,may,288,2,failure,0
90,retired,divorced,secondary,no,1,no,no,cellular,13,feb,152,3,unknown,1
36,admin.,divorced,primary,no,227,no,no,cellular,9,jul,185,1,unknown,0
30,management,married,tertiary,no,102,yes,no,cellular,5,apr,470,7,other,1
49,management,married,tertiary,no,502,no,no,cellular,22,aug,379,4,unknown,0
59,services,married,secondary,no,0,yes,no,telephone,11,may,437,2,failure,0
32,blue-collar,married,secondary,no,536,yes,no,unknown,9,may,208,2,unknown,0
20,student,single,unknown,no,829,no,no,cellular,27,jan,196,3,success,1
30,blue-collar,married,primary,no,124,yes,no,unknown,15,may,126,4,unknown,0
35,management,married,tertiary,no,46,yes,no,cellular,13,aug,96,2,unknown,0
49,services,married,primary,no,1830,yes,no,cellular,15,feb,136,1,unknown,1
32,technician,single,tertiary,no,195,yes,no,cellular,22,aug,239,2,unknown,0
32,admin.,married,secondary,no,684,yes,no,cellular,14,may,607,3,unknown,1
47,entrepreneur,married,secondary,no,1375,yes,no,telephone,16,apr,272,2,failure,0
44,blue-collar,married,primary,no,8,no,no,cellular,28,jan,531,1,unknown,0
66,management,married,secondary,no,587,no,no,cellular,12,may,457,2,success,1
62,management,married,tertiary,no,557,no,no,cellular,14,aug,185,1,unknown,1
30,management,single,secondary,no,460,yes,no,cellular,18,nov,86,1,unknown,0
25,management,single,tertiary,no,0,no,yes,cellular,18,jul,342,1,unknown,0
41,blue-collar,married,secondary,no,1020,yes,no,unknown,29,may,276,1,unknown,0
55,management,married,unknown,no,1504,yes,no,cellular,31,aug,186,3,success,1
32,management,single,tertiary,no,0,yes,no,cellular,30,apr,370,3,unknown,1
49,blue-collar,married,primary,no,128,no,no,cellular,12,aug,696,2,unknown,1
37,admin.,single,secondary,no,245,yes,yes,unknown,7,may,732,2,unknown,1
49,blue-collar,single,secondary,no,143,yes,no,unknown,6,may,83,1,unknown,0
50,services,married,secondary,no,1595,no,no,unknown,9,jun,882,1,unknown,1
47,blue-collar,married,primary,no,0,no,no,cellular,21,jul,71,1,unknown,0
60,technician,married,secondary,no,259,no,no,cellular,6,jul,396,1,success,1
26,self-employed,single,secondary,no,3676,no,no,cellular,7,apr,148,1,unknown,1
46,blue-collar,married,secondary,no,640,yes,no,cellular,11,sep,108,2,failure,1
62,unemployed,married,secondary,no,780,no,no,cellular,28,aug,162,2,unknown,1
59,retired,married,secondary,no,3812,yes,no,telephone,11,jul,498,2,unknown,0
42,unknown,single,unknown,no,942,no,no,cellular,27,jan,245,1,success,1
22,services,single,secondary,no,344,yes,no,cellular,18,may,347,1,unknown,1
32,admin.,married,secondary,no,2,yes,no,cellular,25,jul,132,5,unknown,0
71,retired,married,primary,no,3230,no,no,cellular,24,may,341,2,failure,1
22,student,single,secondary,no,254,no,no,cellular,13,jan,143,2,unknown,1
48,services,married,primary,no,1496,yes,no,telephone,29,jan,284,2,failure,0
26,management,married,primary,no,1349,yes,no,unknown,9,may,275,1,unknown,0
31,technician,single,secondary,no,304,no,no,cellular,29,jan,293,2,other,0
46,housemaid,married,primary,no,296,yes,no,unknown,20,jun,205,4,unknown,0
61,retired,married,secondary,no,5207,no,no,cellular,11,sep,336,1,other,0
34,blue-collar,married,secondary,no,2076,yes,no,cellular,20,apr,257,1,unknown,0
30,admin.,single,secondary,no,265,yes,no,cellular,25,may,681,1,success,1
54,retired,single,secondary,no,515,yes,no,unknown,17,jun,205,1,unknown,0
29,blue-collar,single,secondary,no,-20,no,yes,cellular,21,jul,574,1,unknown,1
51,entrepreneur,married,secondary,no,-799,no,yes,cellular,15,jul,1001,3,unknown,1
48,services,married,secondary,no,1291,yes,no,cellular,8,may,255,2,unknown,0
30,blue-collar,single,secondary,no,144,yes,no,unknown,21,may,202,3,unknown,0
72,self-employed,married,tertiary,no,132,no,no,cellular,27,apr,444,1,unknown,1
44,blue-collar,single,secondary,no,712,yes,yes,cellular,6,apr,740,3,unknown,1
41,housemaid,single,primary,no,21,no,no,unknown,6,jun,264,1,unknown,0
66,technician,married,secondary,no,0,no,no,cellular,6,feb,751,1,unknown,1
36,blue-collar,married,secondary,no,753,yes,no,unknown,12,jun,351,1,unknown,0
73,retired,married,primary,no,542,no,no,telephone,29,apr,107,5,unknown,0
33,technician,married,secondary,no,0,yes,no,unknown,7,may,432,1,unknown,0
42,unemployed,married,secondary,no,1990,yes,yes,unknown,19,may,13,1,unknown,0
45,entrepreneur,married,tertiary,no,770,no,no,cellular,7,aug,65,2,unknown,0
47,housemaid,divorced,secondary,no,1565,no,no,cellular,5,feb,253,1,unknown,0
43,blue-collar,single,primary,no,189,no,yes,telephone,22,jul,97,15,unknown,0
26,entrepreneur,single,secondary,no,101,yes,no,cellular,5,feb,810,1,failure,1
45,services,married,secondary,no,3638,yes,yes,unknown,3,jun,313,7,unknown,0
72,retired,married,secondary,no,676,no,no,cellular,25,aug,188,3,unknown,0
26,self-employed,single,tertiary,no,458,yes,yes,cellular,2,feb,117,7,unknown,0
69,retired,married,secondary,no,0,no,no,cellular,28,apr,184,2,other,1
34,housemaid,married,primary,no,4,no,no,cellular,20,aug,55,4,unknown,0
43,admin.,single,secondary,no,1707,yes,no,cellular,6,sep,369,3,other,1
43,technician,single,secondary,yes,685,yes,no,cellular,31,jul,94,2,unknown,0
38,blue-collar,married,primary,no,0,yes,no,unknown,8,may,732,2,unknown,0
49,blue-collar,married,primary,no,4,yes,yes,cellular,2,feb,161,2,unknown,0
53,blue-collar,married,unknown,no,2509,no,no,telephone,22,may,231,2,unknown,1
30,services,married,secondary,no,208,no,no,cellular,9,sep,324,1,unknown,0
33,technician,divorced,secondary,yes,6,no,no,cellular,22,aug,239,2,unknown,0
45,management,single,tertiary,no,2067,yes,no,cellular,13,aug,393,2,success,1
45,blue-collar,married,secondary,no,1723,no,no,cellular,1,jun,166,2,unknown,1
27,unemployed,single,primary,no,9,no,yes,cellular,9,jul,919,2,unknown,1
39,management,married,tertiary,no,1423,yes,no,telephone,21,jul,733,3,unknown,1
26,blue-collar,married,primary,no,399,yes,no,cellular,22,jul,1288,2,unknown,0
28,services,single,secondary,no,3331,yes,no,unknown,28,may,229,2,unknown,0
54,housemaid,married,primary,no,1319,yes,no,telephone,23,jul,70,2,unknown,0
53,admin.,single,secondary,no,2892,no,no,cellular,9,apr,527,3,unknown,1
41,retired,single,primary,no,2579,no,no,cellular,27,jul,235,1,failure,0
58,blue-collar,married,secondary,no,221,yes,no,cellular,17,apr,115,2,failure,0
30,management,single,tertiary,no,5359,no,no,cellular,26,feb,427,1,success,1
33,admin.,married,secondary,no,616,no,no,cellular,6,sep,250,3,unknown,1
29,technician,married,secondary,no,1180,yes,no,cellular,17,apr,367,3,failure,1
48,services,married,secondary,no,400,yes,yes,cellular,13,aug,158,1,unknown,0
62,retired,married,primary,no,1084,no,no,cellular,14,apr,505,1,unknown,1
27,technician,single,secondary,no,1742,yes,no,unknown,16,may,787,1,unknown,1
36,management,single,tertiary,no,188,no,no,cellular,29,jan,55,2,unknown,0
25,blue-collar,married,secondary,no,97,yes,no,unknown,27,may,709,1,unknown,1
31,student,single,tertiary,no,64,no,no,cellular,2,jun,261,2,unknown,1
32,management,single,tertiary,no,718,yes,no,cellular,29,dec,155,1,success,1
39,blue-collar,single,primary,no,1537,no,yes,unknown,5,jun,805,2,unknown,0
53,services,married,secondary,no,1242,no,no,cellular,11,aug,168,2,unknown,0
25,student,single,secondary,no,108,no,no,cellular,29,apr,305,3,unknown,1
35,admin.,married,secondary,no,2,yes,no,cellular,18,mar,194,1,unknown,1
30,management,single,tertiary,no,533,no,no,cellular,11,aug,229,2,success,1
